GeneID	GGHNG	GGHNH	GGHNN	GGHNO	GGHNP	GGHNS	GGHNT	GGHNU	GGHNW	GGAZP	GGAZS	GGHNX
gene_7301	0	0	0	0	0	0	0	0	0	0	0	0
gene_7302	0	0	0	2	2	3	6	5	2	0	11	0
gene_7303	0	0	0	130	134	68	88	156	152	34	210	67
gene_7304	0	0	0	29	17	15	24	31	30	11	65	19
gene_7305	0	0	0	3	3	0	3	8	3	1	8	2
gene_7306	0	0	0	8	7	2	4	2	3	1	1	0
gene_7307	0	0	0	0	0	0	0	0	0	0	0	0
gene_7308	0	0	0	0	0	0	0	0	0	0	0	0
gene_7309	0	0	0	36	12	12	17	20	19	6	37	7
gene_731	0	0	0	18	20	17	13	21	17	10	33	16
gene_7310	0	0	0	47	24	21	20	33	46	14	54	16
gene_7311	0	0	0	0	0	0	0	0	0	0	0	0
gene_7312	0	0	0	31	18	13	13	31	31	11	49	13
gene_7313	0	0	0	15	9	19	9	24	21	7	30	4
gene_7314	0	0	0	0	0	0	0	0	1	0	1	0
gene_7315	0	0	0	25	22	16	10	16	21	9	32	4
gene_7316	0	0	0	51	49	30	30	43	36	7	85	25
gene_7317	0	0	0	0	0	0	0	0	0	0	0	0
gene_7318	0	0	0	0	0	0	0	0	0	0	0	0
gene_7319	0	0	0	19	14	35	25	93	138	26	190	91
gene_732	0	0	0	13	25	12	13	19	16	4	18	7
gene_7320	0	0	0	0	0	0	0	0	0	0	0	0
gene_7321	0	0	0	5	2	2	13	10	15	1	26	5
gene_7322	0	0	0	0	0	0	0	1	3	1	1	0
gene_7323	0	0	0	5	6	4	16	17	26	5	63	7
gene_7324	0	0	0	2	0	2	4	2	2	1	4	1
gene_7325	0	0	0	8	0	0	1	7	3	0	10	0
gene_7326	0	0	0	28	38	21	40	75	72	21	109	33
gene_7327	0	0	0	6	4	7	0	3	4	2	10	1
gene_7328	0	0	0	13	11	10	14	6	7	4	7	1
gene_7329	0	0	0	0	0	0	0	0	0	0	0	0
gene_733	0	0	0	12	15	6	7	3	1	0	5	2
gene_7330	0	0	0	0	0	0	0	0	0	0	0	0
gene_7331	0	0	0	0	0	1	0	0	0	0	0	0
gene_7332	0	0	0	8	2	4	5	9	10	3	19	3
gene_7333	0	0	0	2	2	2	1	1	0	1	3	2
gene_7334	0	0	0	38	17	24	24	23	32	12	52	8
gene_7335	0	0	0	19	11	11	12	24	3	7	29	10
gene_7336	0	0	0	34	27	13	9	30	44	7	26	10
gene_7337	0	0	0	6	4	6	2	0	4	3	8	2
gene_7338	0	0	0	1	0	2	0	0	0	0	4	1
gene_7339	0	0	0	30	30	26	9	26	16	11	41	14
gene_734	0	0	0	117	99	69	63	129	124	27	201	46
gene_7340	0	0	0	2	6	3	2	8	3	1	16	0
gene_7341	0	0	0	0	0	0	3	0	3	1	2	0
gene_7342	0	0	0	32	24	10	6	13	16	6	14	9
gene_7343	0	0	0	11	3	3	6	3	10	0	7	1
gene_7344	0	0	0	5	2	5	7	11	6	0	11	4
gene_7345	0	0	0	20	2	9	29	42	22	4	48	7
gene_7346	0	0	0	0	0	0	0	0	0	0	0	0
gene_7347	0	0	0	17	22	8	24	26	27	6	31	11
gene_7348	0	0	0	12	11	2	14	26	20	11	29	3
gene_7349	0	0	0	90	97	49	34	73	68	30	125	27
gene_735	0	0	0	62	42	35	25	45	33	13	45	20
gene_7350	0	0	0	17	13	12	7	7	16	6	21	4
gene_7351	0	0	0	48	53	27	37	56	64	26	108	37
gene_7352	0	0	0	0	0	0	1	0	1	0	2	0
gene_7353	0	0	0	0	0	0	1	0	0	0	0	0
gene_7354	0	0	0	3	5	1	2	7	5	2	14	3
gene_7355	0	0	0	8	10	3	5	13	7	3	24	3
gene_7356	0	0	0	0	0	0	0	0	0	0	0	0
gene_7357	0	0	0	14	17	2	6	11	12	11	10	1
gene_7358	0	0	0	17	11	5	9	15	21	4	17	5
gene_7359	0	0	0	2	6	3	2	18	14	11	17	11
gene_736	0	0	0	11	15	9	17	30	26	6	42	5
gene_7360	0	0	0	2	2	2	1	1	6	0	9	0
gene_7361	0	0	0	227	134	154	119	180	215	81	315	78
gene_7362	0	0	0	3	8	3	4	16	18	2	16	3
gene_7363	0	0	0	5	0	0	0	3	3	2	4	0
gene_7364	0	0	0	0	0	0	0	0	0	0	0	0
gene_7365	0	0	0	131	74	71	71	123	147	36	200	36
gene_7366	0	0	0	0	0	0	0	0	1	0	0	1
gene_7367	0	0	0	4	0	3	0	3	7	2	6	2
gene_7368	0	0	0	119	96	71	151	217	210	66	293	96
gene_7369	0	0	0	0	0	0	0	0	0	0	0	0
gene_737	0	0	0	5	9	8	2	6	7	1	17	5
gene_7370	0	0	0	1	0	1	1	3	1	1	2	0
gene_7371	0	0	0	24	21	14	10	30	13	3	50	10
gene_7372	0	0	0	33	11	22	24	27	40	14	51	19
gene_7373	0	0	0	2	1	0	0	2	0	0	1	0
gene_7374	0	0	0	0	0	0	0	0	0	0	0	0
gene_7375	0	0	0	2	4	2	3	16	10	6	12	3
gene_7376	0	0	0	40	51	23	31	52	51	6	82	17
gene_7377	0	0	0	0	0	0	0	0	0	0	0	0
gene_7378	0	0	0	3	2	1	1	4	2	0	1	0
gene_7379	0	0	0	6	10	9	12	4	14	2	19	4
gene_738	0	0	0	12	29	17	20	25	27	9	44	8
gene_7380	0	0	0	39	45	32	14	31	36	22	48	10
gene_7381	0	0	0	0	0	0	2	0	1	0	1	0
gene_7382	0	0	0	24	36	11	47	76	68	36	115	28
gene_7383	0	0	0	7	12	10	6	6	7	3	15	5
gene_7384	0	0	0	10	8	2	7	4	9	0	6	3
gene_7385	0	0	0	70	57	34	39	45	42	12	84	20
gene_7386	0	0	0	8	4	11	6	5	9	5	6	1
gene_7387	0	0	0	283	259	205	147	264	255	56	271	71
gene_7388	0	0	0	11	14	10	12	14	15	1	14	10
gene_7389	0	0	0	38	28	21	8	8	9	3	16	7
gene_739	0	0	0	22	20	15	30	41	44	20	51	14
gene_7390	0	0	0	22	28	18	26	40	46	9	43	11
gene_7391	0	0	0	0	0	0	0	0	0	0	0	0
gene_7392	0	0	0	49	46	38	17	70	51	19	68	23
gene_7393	0	0	0	26	15	19	71	125	146	30	155	42
gene_7394	0	0	0	0	0	0	0	0	0	0	0	0
gene_7395	0	0	0	114	122	62	45	77	108	27	145	36
gene_7396	0	0	0	5	11	1	5	3	4	1	17	1
gene_7397	0	0	0	40	20	4	14	23	39	5	39	8
gene_7398	0	0	0	30	22	19	10	12	7	6	20	9
gene_7399	0	0	0	5	6	7	0	6	3	3	3	0
gene_74	0	0	0	36	43	28	25	49	56	14	81	19
gene_740	0	0	0	9	8	4	7	10	12	3	9	3
gene_7400	0	0	0	41	31	24	41	28	46	13	70	26
gene_7401	0	0	0	2	2	1	0	4	3	0	6	1
gene_7402	0	0	0	0	0	0	0	0	0	0	0	0
gene_7403	0	0	0	481	254	177	469	911	692	162	765	176
gene_7404	0	0	0	1	0	0	2	3	5	1	4	1
gene_7405	0	0	0	1	1	0	3	2	5	2	5	2
gene_7406	0	0	0	2	0	0	0	6	4	1	2	1
gene_7407	0	0	0	0	0	0	0	0	0	0	1	0
gene_7408	0	0	0	17	13	10	3	13	11	1	19	5
gene_7409	0	0	0	1	3	2	1	1	1	4	1	2
gene_741	0	0	0	8	15	4	8	6	4	5	9	3
gene_7410	0	0	0	37	34	20	31	41	43	19	79	17
gene_7411	0	0	0	16	30	8	17	19	23	8	46	20
gene_7412	0	0	0	7	12	1	7	9	9	5	16	4
gene_7413	0	0	0	16	11	6	8	19	13	4	31	9
gene_7414	0	0	0	928	981	636	348	796	885	149	1422	409
gene_7415	0	0	0	72	40	12	51	85	71	19	84	36
gene_7416	0	0	0	9	1	3	12	12	16	8	23	2
gene_7417	0	0	0	2	5	0	0	2	2	0	6	1
gene_7418	0	0	0	0	0	0	0	0	0	0	0	0
gene_7419	0	0	0	0	0	0	0	1	0	0	1	0
gene_742	0	0	0	19	16	12	11	23	12	4	32	9
gene_7420	0	0	0	4	3	1	0	4	8	0	12	5
gene_7421	0	0	0	2	2	2	5	5	6	3	4	0
gene_7422	0	0	0	39	29	19	21	16	25	17	59	6
gene_7423	0	0	0	16	14	27	12	13	13	3	41	12
gene_7424	0	0	0	94	57	53	17	46	40	14	70	13
gene_7425	0	0	0	0	0	0	0	0	0	0	0	0
gene_7426	0	0	0	2	0	2	4	7	5	0	2	0
gene_7427	0	0	0	32	18	9	67	62	79	26	131	35
gene_7428	0	0	0	0	0	0	2	3	3	0	2	0
gene_7429	0	0	0	0	0	3	0	0	1	1	1	2
gene_743	0	0	0	0	0	0	0	0	0	0	0	0
gene_7430	0	0	0	0	0	0	0	0	0	0	1	0
gene_7431	0	0	0	3	2	1	0	1	1	0	3	2
gene_7432	0	0	0	3	0	5	3	6	4	6	11	2
gene_7433	0	0	0	0	4	1	0	1	1	0	1	0
gene_7434	0	0	0	7	7	8	5	14	23	4	15	2
gene_7435	0	0	0	196	159	119	124	242	189	56	324	70
gene_7436	0	0	0	0	0	0	0	0	0	0	0	0
gene_7437	0	0	0	0	0	0	0	0	0	0	0	0
gene_7438	0	0	0	2	0	0	2	1	1	2	3	0
gene_7439	0	0	0	7	1	6	4	9	10	0	10	3
gene_744	0	0	0	0	0	0	0	0	0	0	0	0
gene_7440	0	0	0	9	9	3	3	19	18	5	16	3
gene_7441	0	0	0	1	0	0	0	1	1	0	1	0
gene_7442	0	0	0	0	0	0	4	10	14	4	27	2
gene_7443	0	0	0	3	0	1	7	8	9	0	5	1
gene_7444	0	0	0	487	417	319	445	766	774	119	1046	229
gene_7445	0	0	0	12	10	5	3	9	24	5	15	8
gene_7446	0	0	0	0	0	0	0	0	0	0	0	0
gene_7447	0	0	0	16	9	4	11	12	26	4	17	9
gene_7448	0	0	0	26	14	7	11	27	25	13	50	11
gene_7449	0	0	0	21	13	12	19	35	32	9	58	26
gene_745	0	0	0	5	3	3	7	7	5	1	6	4
gene_7450	0	0	0	0	0	0	0	0	0	0	0	0
gene_7451	0	0	0	0	0	0	0	0	0	0	0	0
gene_7452	0	0	0	0	0	0	0	0	0	0	0	0
gene_7453	0	0	0	15	17	8	11	11	22	3	32	6
gene_7454	0	0	0	17	11	6	11	14	19	3	31	8
gene_7455	0	0	0	9	6	8	9	4	11	1	7	3
gene_7456	0	0	0	58	48	38	41	72	84	29	127	28
gene_7457	0	0	0	34	57	12	17	41	55	12	58	10
gene_7458	0	0	0	3	5	1	0	2	7	0	4	0
gene_7459	0	0	0	0	0	0	2	1	0	0	6	0
gene_746	0	0	0	87	54	53	109	175	150	49	234	53
gene_7460	0	0	0	66	46	55	22	39	52	8	44	10
gene_7461	0	0	0	460	215	232	81	157	177	17	151	27
gene_7462	0	0	0	20	12	16	8	16	15	7	29	7
gene_7463	0	0	0	18	26	9	16	29	25	14	38	13
gene_7464	0	0	0	28	9	9	8	30	34	11	35	6
gene_7465	0	0	0	5	14	7	7	8	31	4	20	2
gene_7466	0	0	0	132	184	96	409	447	426	108	443	81
gene_7467	0	0	0	2	2	0	0	3	5	0	1	0
gene_7468	0	0	0	8	13	5	2	8	5	0	8	1
gene_7469	0	0	0	0	0	0	0	0	0	0	0	0
gene_747	0	0	0	148	164	93	64	128	142	58	260	77
gene_7470	0	0	0	81	71	63	2	5	5	6	17	3
gene_7471	0	0	0	109	75	32	8	36	34	10	47	11
gene_7472	0	0	0	371	431	324	21	66	46	5	55	10
gene_7473	0	0	0	4	3	2	3	3	8	1	1	0
gene_7474	0	0	0	0	0	0	0	0	0	0	0	0
gene_7475	0	0	0	14	17	18	10	13	13	3	18	1
gene_7476	0	0	0	0	0	0	0	0	0	0	0	0
gene_7477	0	0	0	1	0	2	0	0	0	0	0	0
gene_7478	0	0	0	11	9	4	6	11	11	5	8	5
gene_7479	0	0	0	0	0	0	0	0	0	0	0	0
gene_748	0	0	0	58	39	13	54	91	64	20	123	37
gene_7480	0	0	0	105	39	44	14	21	30	3	44	15
gene_7481	0	0	0	2	1	3	3	1	3	2	9	0
gene_7482	0	0	0	27	29	17	23	55	56	8	63	14
gene_7483	0	0	0	21	32	13	8	23	15	7	24	2
gene_7484	0	0	0	8	10	3	5	11	8	1	10	1
gene_7485	0	0	0	9	5	2	9	18	7	3	17	4
gene_7486	0	0	0	11	9	3	1	3	8	4	7	4
gene_7487	0	0	0	0	0	0	0	0	2	0	0	0
gene_7488	0	0	0	0	3	2	0	0	0	0	0	0
gene_7489	0	0	0	6	13	5	20	20	17	9	34	4
gene_749	0	0	0	30	16	12	12	27	15	7	29	17
gene_7490	0	0	0	0	0	0	0	0	0	0	0	0
gene_7491	0	0	0	100	60	53	41	90	78	20	133	31
gene_7492	0	0	0	3	0	4	15	15	18	2	13	3
gene_7493	0	0	0	21	20	15	19	34	37	9	32	16
gene_7494	0	0	0	3	7	7	6	6	7	1	3	5
gene_7495	0	0	0	0	0	0	0	0	0	0	0	0
gene_7496	0	0	0	0	2	0	0	0	0	0	0	0
gene_7497	0	0	0	149	185	95	96	181	162	56	289	104
gene_7498	0	0	0	0	0	0	1	1	3	0	0	0
gene_7499	0	0	0	1	0	1	0	1	0	1	1	4
gene_75	0	0	0	9	12	16	5	9	6	2	17	6
gene_750	0	0	0	0	0	0	0	0	0	0	0	0
gene_7500	0	0	0	0	1	1	1	2	4	0	5	2
gene_7501	0	0	0	2	2	1	3	2	3	2	5	1
gene_7502	0	0	0	0	0	0	0	0	0	0	0	0
gene_7503	0	0	0	23	17	11	5	13	13	4	11	5
gene_7504	0	0	0	11	10	8	5	6	8	0	19	1
gene_7505	0	0	0	3	7	6	8	22	33	8	18	7
gene_7506	0	0	0	9	11	5	5	8	5	1	7	3
gene_7507	0	0	0	21	28	16	18	31	33	8	56	5
gene_7508	0	0	0	81	79	52	44	55	52	9	88	15
gene_7509	0	0	0	8	6	8	17	17	24	6	20	6
gene_751	0	0	0	2	1	2	4	5	5	0	3	0
gene_7510	0	0	0	8	11	13	9	12	14	9	30	7
gene_7511	0	0	0	5	10	3	19	18	22	11	43	21
gene_7512	0	0	0	1	0	1	0	0	4	0	6	1
gene_7513	0	0	0	8	8	5	19	13	21	9	21	8
gene_7514	0	0	0	122	124	89	121	190	258	68	289	70
gene_7515	0	0	0	5	8	7	6	4	6	4	12	6
gene_7516	0	0	0	13	8	6	1	4	9	2	14	7
gene_7517	0	0	0	25	31	14	10	25	18	8	29	10
gene_7518	0	0	0	20	10	9	8	13	20	6	11	5
gene_7519	0	0	0	8	27	12	15	35	20	7	34	6
gene_752	0	0	0	5	5	8	5	7	3	2	7	1
gene_7520	0	0	0	247	212	137	185	305	328	92	464	101
gene_7521	0	0	0	42	47	23	27	52	43	14	92	13
gene_7522	0	0	0	17	17	6	3	12	8	2	15	4
gene_7523	0	0	0	38	14	20	26	48	35	18	70	12
gene_7524	0	0	0	0	0	0	0	0	0	0	0	0
gene_7525	0	0	0	4	0	0	2	0	3	0	1	1
gene_7526	0	0	0	0	0	0	0	2	1	0	5	0
gene_7527	0	0	0	4	0	2	0	4	9	1	2	3
gene_7528	0	0	0	7	10	2	4	0	3	1	1	0
gene_7529	0	0	0	21	16	11	11	13	24	4	41	7
gene_753	0	0	0	28	17	9	16	36	35	8	41	12
gene_7530	0	0	0	26	28	22	18	20	27	10	50	11
gene_7531	0	0	0	25	18	16	19	16	25	8	36	10
gene_7532	0	0	0	30	19	16	11	20	18	11	26	13
gene_7533	0	0	0	2	1	2	6	14	19	0	28	7
gene_7534	0	0	0	47	46	24	27	48	38	10	98	21
gene_7535	0	0	0	6	2	3	14	40	56	9	94	9
gene_7536	0	0	0	158	63	91	16	30	126	6	34	10
gene_7537	0	0	0	6	7	2	5	12	10	2	15	0
gene_7538	0	0	0	6	6	7	23	23	24	3	28	3
gene_7539	0	0	0	0	1	0	0	4	0	0	0	0
gene_754	0	0	0	8	17	7	7	19	6	3	34	12
gene_7540	0	0	0	24	22	21	40	39	47	5	80	28
gene_7541	0	0	0	5	2	3	5	16	11	5	17	2
gene_7542	0	0	0	119	48	35	90	180	181	52	269	80
gene_7543	0	0	0	0	3	1	0	0	3	0	2	0
gene_7544	0	0	0	17	30	17	6	36	22	6	42	7
gene_7545	0	0	0	8	1	1	5	11	12	0	13	8
gene_7546	0	0	0	0	0	0	0	0	0	0	0	0
gene_7547	0	0	0	23	25	15	9	21	14	10	37	14
gene_7548	0	0	0	12	7	7	8	9	10	3	12	13
gene_7549	0	0	0	75	61	25	101	130	114	54	143	27
gene_755	0	0	0	18	13	9	8	10	7	2	14	2
gene_7550	0	0	0	3	0	0	7	0	0	0	3	1
gene_7551	0	0	0	0	0	0	6	4	1	1	4	0
gene_7552	0	0	0	10	4	14	5	5	4	4	11	2
gene_7553	0	0	0	3	8	1	7	28	12	4	16	7
gene_7554	0	0	0	0	0	0	0	0	0	0	0	0
gene_7555	0	0	0	46	58	34	31	62	52	13	75	23
gene_7556	0	0	0	4	3	3	1	5	7	1	4	4
gene_7557	0	0	0	16	14	7	14	15	23	2	28	2
gene_7558	0	0	0	2	2	1	1	5	9	4	9	2
gene_7559	0	0	0	31	26	15	13	43	39	16	67	13
gene_756	0	0	0	47	34	14	24	34	48	10	55	11
gene_7560	0	0	0	3	3	2	0	2	3	0	7	1
gene_7561	0	0	0	193	168	62	84	147	143	44	220	36
gene_7562	0	0	0	0	0	0	0	0	1	0	0	0
gene_7563	0	0	0	132	153	92	95	169	138	45	240	65
gene_7564	0	0	0	2	4	0	0	1	2	0	7	3
gene_7565	0	0	0	2	3	0	8	10	4	2	8	1
gene_7566	0	0	0	0	0	0	0	0	0	0	0	0
gene_7567	0	0	0	0	0	1	0	1	1	1	6	1
gene_7568	0	0	0	0	0	0	0	0	0	0	0	0
gene_7569	0	0	0	0	0	0	0	0	0	0	0	0
gene_757	0	0	0	0	0	0	0	0	0	0	0	0
gene_7570	0	0	0	7	3	3	7	15	31	3	31	18
gene_7571	0	0	0	0	0	0	0	0	0	0	0	0
gene_7572	0	0	0	18	22	6	8	19	28	5	28	4
gene_7573	0	0	0	0	0	0	0	0	0	0	0	0
gene_7574	0	0	0	0	0	0	0	3	0	6	9	9
gene_7575	0	0	0	3	3	1	4	5	3	1	9	2
gene_7576	0	0	0	52	38	27	12	45	52	9	57	15
gene_7577	0	0	0	40	43	22	14	29	70	8	60	17
gene_7578	0	0	0	0	0	0	0	0	0	0	0	0
gene_7579	0	0	0	8	4	5	6	3	5	3	5	3
gene_758	0	0	0	0	0	0	0	1	1	0	0	0
gene_7580	0	0	0	1	0	0	0	0	0	0	0	0
gene_7581	0	0	0	0	4	0	1	0	1	0	1	1
gene_7582	0	0	0	5	1	1	1	0	3	0	1	0
gene_7583	0	0	0	0	1	0	2	3	1	0	6	0
gene_7584	0	0	0	10	9	2	2	7	10	1	7	6
gene_7585	0	0	0	8	8	5	9	9	12	6	18	6
gene_7586	0	0	0	1	0	0	0	6	4	0	2	1
gene_7587	0	0	0	24	18	10	11	17	35	5	33	12
gene_7588	0	0	0	7	3	0	2	4	8	0	5	3
gene_7589	0	0	0	2	2	0	1	3	8	1	3	0
gene_759	0	0	0	24	13	9	9	15	20	7	26	7
gene_7590	0	0	0	0	0	0	5	0	2	1	11	0
gene_7591	0	0	0	20	12	13	8	22	8	5	24	4
gene_7592	0	0	0	0	0	0	0	0	0	0	0	0
gene_7593	0	0	0	0	0	0	0	0	0	0	1	1
gene_7594	0	0	0	6	5	2	3	8	10	1	6	8
gene_7595	0	0	0	1	1	0	1	10	4	1	6	2
gene_7596	0	0	0	3	0	2	5	6	4	1	2	1
gene_7597	0	0	0	15	6	4	9	11	14	9	24	3
gene_7598	0	0	0	21	9	9	6	5	7	2	6	4
gene_7599	0	0	0	0	0	0	0	0	0	0	0	0
gene_76	0	0	0	0	2	0	0	2	2	0	1	1
gene_760	0	0	0	0	0	0	1	2	0	1	2	1
gene_7600	0	0	0	0	0	0	0	0	0	0	0	0
gene_7601	0	0	0	0	1	0	0	0	2	0	1	0
gene_7602	0	0	0	14	10	15	14	13	11	8	26	4
gene_7603	0	0	0	12	14	12	19	27	27	6	22	14
gene_7604	0	0	0	3	4	4	1	4	2	0	5	1
gene_7605	0	0	0	30	20	16	46	57	59	14	75	45
gene_7606	0	0	0	19	11	8	14	15	26	8	33	2
gene_7607	0	0	0	16	38	23	4	8	9	10	22	15
gene_7608	0	0	0	0	0	1	0	2	0	0	3	0
gene_7609	0	0	0	0	0	0	0	2	2	0	2	6
gene_761	0	0	0	8	17	4	4	23	23	1	36	6
gene_7610	0	0	0	8	11	11	5	11	23	4	14	5
gene_7611	0	0	0	2	1	3	30	63	59	8	72	4
gene_7612	0	0	0	0	0	2	0	1	0	0	1	0
gene_7613	0	0	0	15	11	10	1	19	10	7	7	8
gene_7614	0	0	0	33	29	33	23	27	36	15	44	10
gene_7615	0	0	0	54	58	20	18	29	25	14	51	21
gene_7616	0	0	0	6	7	1	1	11	5	3	6	1
gene_7617	0	0	0	10	17	3	8	12	12	3	19	7
gene_7618	0	0	0	0	0	0	0	5	3	0	0	2
gene_7619	0	0	0	31	17	15	29	40	30	13	93	17
gene_762	0	0	0	0	0	0	0	1	0	0	0	0
gene_7620	0	0	0	12	4	10	30	42	37	7	49	3
gene_7621	0	0	0	14	5	2	5	15	12	0	14	6
gene_7622	0	0	0	6	8	0	6	6	8	7	15	3
gene_7623	0	0	0	0	0	0	0	0	1	0	0	0
gene_7624	0	0	0	0	2	0	2	0	3	0	2	0
gene_7625	0	0	0	16	18	24	11	26	23	7	19	18
gene_7626	0	0	0	1	1	0	1	3	10	0	6	0
gene_7627	0	0	0	2	7	10	6	15	14	0	16	4
gene_7628	0	0	0	24	19	22	26	45	63	17	80	14
gene_7629	0	0	0	0	0	0	0	1	0	0	0	2
gene_763	0	0	0	0	0	0	0	0	3	0	0	0
gene_7630	0	0	0	0	0	0	0	0	1	0	0	0
gene_7631	0	0	0	0	0	0	0	0	0	0	0	0
gene_7632	0	0	0	13	23	21	14	18	30	6	44	14
gene_7633	0	0	0	8	13	5	10	11	14	3	18	5
gene_7634	0	0	0	4	4	3	6	9	20	5	38	8
gene_7635	0	0	0	71	67	51	48	103	82	26	159	29
gene_7636	0	0	0	61	58	35	38	73	63	27	125	42
gene_7637	0	0	0	26	16	14	17	34	51	4	48	10
gene_7638	0	0	0	1	1	0	1	1	1	3	3	0
gene_7639	0	0	0	19	40	15	24	38	37	12	41	19
gene_764	0	0	0	0	0	2	0	1	0	0	1	0
gene_7640	0	0	0	67	93	47	89	143	146	27	192	37
gene_7641	0	0	0	0	1	0	0	0	0	0	4	0
gene_7642	0	0	0	29	16	14	9	22	25	5	59	14
gene_7643	0	0	0	0	4	0	2	2	0	0	0	0
gene_7644	0	0	0	0	2	0	0	2	0	0	1	1
gene_7645	0	0	0	10	18	7	6	6	20	2	33	2
gene_7646	0	0	0	24	27	18	13	18	19	6	48	10
gene_7647	0	0	0	2	5	5	2	9	5	1	7	2
gene_7648	0	0	0	0	1	0	0	1	4	0	0	0
gene_7649	0	0	0	12	14	5	18	17	13	6	19	4
gene_765	0	0	0	0	0	0	0	0	0	0	0	0
gene_7650	0	0	0	6	15	10	10	9	17	4	15	8
gene_7651	0	0	0	4	3	2	7	6	4	3	16	3
gene_7652	0	0	0	0	0	0	0	0	0	0	0	0
gene_7653	0	0	0	2	0	0	1	8	4	0	3	0
gene_7654	0	0	0	8	13	10	5	10	12	1	17	20
gene_7655	0	0	0	25	22	8	5	12	17	3	14	11
gene_7656	0	0	0	1	2	2	8	11	10	2	18	4
gene_7657	0	0	0	10	6	2	1	7	3	2	3	1
gene_7658	0	0	0	778	432	324	421	906	836	246	905	335
gene_7659	0	0	0	2	1	2	0	3	0	0	3	0
gene_766	0	0	0	0	0	0	0	0	0	0	0	0
gene_7660	0	0	0	1	3	2	2	8	2	1	10	2
gene_7661	0	0	0	10	8	9	6	17	23	8	41	5
gene_7662	0	0	0	29	25	24	19	35	21	10	27	16
gene_7663	0	0	0	52	42	33	18	23	31	7	49	10
gene_7664	0	0	0	0	3	0	1	0	1	0	0	0
gene_7665	0	0	0	0	0	0	0	0	3	0	1	1
gene_7666	0	0	0	1	3	5	4	4	1	0	0	0
gene_7667	0	0	0	33	22	13	9	19	25	5	29	9
gene_7668	0	0	0	1	1	0	3	7	3	1	6	2
gene_7669	0	0	0	5	0	1	4	7	4	0	5	0
gene_767	0	0	0	0	0	0	0	0	0	0	0	0
gene_7670	0	0	0	1	0	0	0	4	1	0	1	2
gene_7671	0	0	0	22	26	12	8	13	19	10	23	7
gene_7672	0	0	0	188	126	117	159	334	323	91	418	196
gene_7673	0	0	0	54	45	53	26	64	91	15	104	36
gene_7674	0	0	0	41	37	41	75	82	106	29	147	53
gene_7675	0	0	0	5	10	8	4	17	19	6	29	3
gene_7676	0	0	0	9	15	7	37	36	40	10	69	21
gene_7677	0	0	0	43	53	27	24	39	46	12	80	21
gene_7678	0	0	0	13	11	17	12	9	21	6	20	14
gene_7679	0	0	0	15	6	7	14	17	19	1	35	10
gene_768	0	0	0	1	3	0	0	0	2	0	3	0
gene_7680	0	0	0	67	27	47	31	46	88	24	78	29
gene_7681	0	0	0	0	1	0	0	2	1	0	0	0
gene_7682	0	0	0	5	3	1	6	11	5	0	7	6
gene_7683	0	0	0	3	12	0	6	2	3	1	5	2
gene_7684	0	0	0	7	9	9	3	8	4	0	7	2
gene_7685	0	0	0	82	75	62	116	215	201	53	313	83
gene_7686	0	0	0	0	1	0	2	6	1	0	6	0
gene_7687	0	0	0	25	24	13	16	27	28	4	27	8
gene_7688	0	0	0	0	1	2	6	12	18	2	21	3
gene_7689	0	0	0	0	0	0	0	0	0	0	0	0
gene_769	0	0	0	3	2	1	1	2	5	2	6	2
gene_7690	0	0	0	0	2	0	0	3	1	1	3	0
gene_7691	0	0	0	0	0	0	0	0	0	0	0	0
gene_7692	0	0	0	0	0	0	1	3	0	1	1	0
gene_7693	0	0	0	15	10	7	4	10	8	3	17	2
gene_7694	0	0	0	0	0	0	0	0	0	0	0	0
gene_7695	0	0	0	0	0	0	0	0	0	0	0	0
gene_7696	0	0	0	9	12	3	7	20	7	2	25	8
gene_7697	0	0	0	0	0	1	0	0	0	1	1	1
gene_7698	0	0	0	64	25	34	15	44	38	13	69	13
gene_7699	0	0	0	3	6	0	2	1	5	5	11	4
gene_77	0	0	0	101	96	46	51	76	102	36	137	36
gene_770	0	0	0	74	41	25	38	58	70	16	74	28
gene_7700	0	0	0	0	0	0	0	0	0	0	0	0
gene_7701	0	0	0	198	180	143	185	269	241	72	377	102
gene_7702	0	0	0	14	1	17	7	17	15	3	6	14
gene_7703	0	0	0	3	0	0	0	0	0	0	0	0
gene_7704	0	0	0	327	280	257	39	93	106	27	140	18
gene_7705	0	0	0	5	1	6	0	1	1	4	0	0
gene_7706	0	0	0	0	0	0	0	0	0	0	0	0
gene_7707	0	0	0	4	8	0	6	5	13	3	15	3
gene_7708	0	0	0	6	6	6	1	6	8	1	13	5
gene_7709	0	0	0	18	18	10	8	26	17	9	37	3
gene_771	0	0	0	208	210	127	132	121	190	66	283	62
gene_7710	0	0	0	14	22	6	15	29	28	10	54	13
gene_7711	0	0	0	0	1	3	0	4	1	3	4	0
gene_7712	0	0	0	28	29	12	14	31	35	18	57	10
gene_7713	0	0	0	11	6	4	8	18	20	10	25	8
gene_7714	0	0	0	1	0	2	0	9	0	1	13	0
gene_7715	0	0	0	24	14	24	13	18	18	2	29	15
gene_7716	0	0	0	43	32	40	27	49	50	9	66	18
gene_7717	0	0	0	1	0	0	2	4	4	3	1	1
gene_7718	0	0	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	0	128	138	115	28	80	86	20	88	24
gene_772	0	0	0	70	62	43	49	70	72	23	111	36
