GeneID	GCYPW	GCYPX	GCYPZ	GCYSA	GCYSB	GCYSC	GCYSG	GCYSH	GCYSN	GCYSO	GCYSP	GCYSS
gene_10101	0	0	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	1	1	0	1	0	0	0	0	0
gene_10104	0	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	0	0	3	4	1	4	2	1
gene_10106	0	0	0	0	0	0	0	0	0	0	0	0
gene_10107	0	0	0	19	17	12	15	14	33	40	29	12
gene_10108	0	0	0	0	0	0	0	0	0	0	0	0
gene_10109	0	0	0	0	0	1	0	0	0	1	1	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	2	3	1	0	0	2	1	4	0
gene_10111	0	0	0	0	0	0	0	1	1	3	1	1
gene_10112	0	0	0	4	9	3	2	6	5	7	14	14
gene_10113	0	0	0	4	5	2	0	3	3	1	2	0
gene_10114	0	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	1	4	0	0	2	4	1	3	1
gene_10116	0	0	0	4	15	2	0	1	7	2	2	3
gene_10117	0	0	0	1	1	0	0	4	1	1	1	0
gene_10118	0	0	0	5	15	8	5	6	14	9	13	9
gene_10119	0	0	0	16	32	8	11	11	23	26	20	16
gene_1012	0	0	0	45	102	35	13	32	45	24	47	28
gene_10120	0	0	0	1	2	0	2	2	3	0	1	2
gene_10121	0	0	0	1	2	1	0	3	2	3	2	2
gene_10122	0	0	0	118	117	46	41	56	95	61	59	56
gene_10123	0	0	0	12	29	4	0	4	14	13	6	9
gene_10124	0	0	0	1	3	4	1	6	9	3	5	4
gene_10125	0	0	0	71	121	23	29	35	71	46	62	57
gene_10126	0	0	0	14	20	8	10	4	14	14	11	9
gene_10127	0	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	0	11	28	10	16	16	59	17	26	33
gene_10129	0	0	0	3	2	0	0	0	1	0	0	1
gene_1013	0	0	0	9	13	15	4	10	13	4	16	8
gene_10130	0	0	0	0	0	0	0	0	2	0	0	0
gene_10131	0	0	0	70	100	58	31	31	59	19	30	37
gene_10132	0	0	0	10	11	6	11	9	24	16	26	31
gene_10133	0	0	0	18	16	5	14	17	39	27	63	44
gene_10134	0	0	0	7	18	1	1	5	9	1	6	12
gene_10135	0	0	0	0	2	2	0	4	6	2	2	4
gene_10136	0	0	0	1	2	1	4	5	9	4	7	5
gene_10137	0	0	0	13	46	8	1	6	16	14	18	16
gene_10138	0	0	0	86	199	46	26	41	105	35	60	54
gene_10139	0	0	0	18	31	9	13	14	23	17	26	15
gene_1014	0	0	0	10	19	8	9	24	37	10	22	9
gene_10140	0	0	0	8	17	8	4	7	5	2	3	5
gene_10141	0	0	0	1	7	1	1	2	6	2	0	5
gene_10142	0	0	0	19	31	12	10	26	29	27	24	26
gene_10143	0	0	0	7	8	6	2	3	11	8	5	5
gene_10144	0	0	0	5	9	2	0	4	6	4	6	4
gene_10145	0	0	0	3	8	2	2	6	3	6	7	2
gene_10146	0	0	0	0	1	0	0	0	1	0	0	0
gene_10147	1	0	0	17	23	3	3	4	27	8	11	5
gene_10148	0	0	0	1	2	0	0	1	3	1	0	0
gene_10149	0	0	0	1	1	2	0	0	0	0	0	0
gene_1015	0	0	0	19	33	10	7	10	30	10	16	16
gene_10150	0	0	0	5	7	8	4	8	18	8	18	5
gene_10151	0	0	0	19	36	12	8	11	24	16	18	14
gene_10152	0	0	0	0	3	0	0	7	46	2	33	5
gene_10153	0	0	0	26	10	6	3	7	6	10	10	11
gene_10154	0	0	0	0	0	0	0	0	1	0	1	0
gene_10155	0	0	0	14	21	6	1	12	12	4	13	6
gene_10156	0	0	0	12	13	2	2	3	9	2	6	4
gene_10157	0	0	0	3	9	1	3	1	2	6	12	7
gene_10158	0	0	0	3	12	4	0	4	12	5	4	4
gene_10159	0	0	0	2	6	1	0	1	2	0	1	2
gene_1016	0	0	0	6	10	7	5	9	19	17	14	11
gene_10160	0	0	0	0	3	0	0	0	2	0	2	0
gene_10161	0	0	0	0	1	0	0	0	2	1	1	0
gene_10162	0	0	0	7	15	6	2	7	17	14	18	12
gene_10163	0	0	0	2	4	3	1	2	1	0	1	0
gene_10164	0	0	0	4	13	6	1	2	6	3	5	7
gene_10165	0	0	0	0	0	0	0	0	0	0	0	0
gene_10166	0	0	0	3	17	1	1	2	9	2	9	5
gene_10167	0	0	0	10	27	8	7	9	25	6	16	17
gene_10168	0	0	0	4	7	1	1	11	31	26	167	13
gene_10169	0	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	9	23	4	6	11	18	21	18	6
gene_10170	0	0	0	0	1	1	0	0	3	3	11	1
gene_10171	0	0	0	10	34	7	14	14	13	20	19	17
gene_10172	0	0	0	0	0	1	0	0	2	0	0	0
gene_10173	0	0	0	2	6	0	0	1	0	0	0	1
gene_10174	0	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	5	4	2	0	0	2	0	1	6
gene_10176	0	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	4	10	5	3	4	5	4	2	6
gene_10180	0	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	28	27	6	0	3	24	4	5	6
gene_10185	0	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	0	4	1	1	0	5	2	0	2	2
gene_10188	0	0	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	0	5	3	2	4	4	3	11	10	5
gene_10190	0	0	0	0	0	0	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	3	1	0	0	0	0	1	1	2
gene_10200	0	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	1	1	0	0	0	0	0	0	0
gene_10209	1	0	0	247	559	268	245	807	1624	597	2968	1845
gene_1021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	1	6	2	2	3	7	2	3	1
gene_10220	0	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	0	2	0	0	0	0	1	2	0
gene_10224	0	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	1	0	0	0	0	2	0	0	0
gene_10227	0	0	0	0	0	0	0	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	4	7	1	0	0	1	1	2	3
gene_10231	0	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0	0
gene_1024	1	0	0	92	262	36	56	48	102	72	120	79
gene_1025	0	0	0	96	125	44	27	62	99	102	86	69
gene_1026	0	0	0	0	0	0	0	0	1	0	0	0
gene_1027	0	0	0	10	26	5	4	18	14	8	26	19
gene_1028	0	0	0	66	110	21	38	38	77	67	95	104
gene_1029	0	0	0	0	0	0	0	0	1	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	29	47	16	11	16	23	25	20	28
gene_1031	0	0	0	15	30	25	51	180	307	56	213	135
gene_1032	0	0	0	2	7	7	5	8	14	14	16	6
gene_1033	0	0	0	1	0	0	0	0	1	0	0	0
gene_1034	0	0	0	14	19	20	14	16	21	14	18	12
gene_1035	1	0	0	111	111	72	44	110	148	97	131	104
gene_1036	0	0	0	10	29	5	1	11	10	12	6	5
gene_1037	0	0	0	133	193	65	38	129	142	111	175	118
gene_1038	0	0	0	19	38	16	5	10	21	9	18	13
gene_1039	0	0	0	5	14	2	0	17	27	2	5	4
gene_104	0	0	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	0	17	67	35	6	138	119	35	41	24
gene_1041	2	0	0	33	52	19	9	20	39	34	29	25
gene_1042	0	0	0	7	31	12	7	5	15	4	8	9
gene_1043	0	0	0	13	34	10	2	4	18	8	15	10
gene_1044	1	0	0	74	158	60	33	69	90	46	94	97
gene_1045	0	0	0	10	9	10	2	9	16	7	13	7
gene_1046	0	0	0	1	0	0	1	1	0	0	0	0
gene_1047	0	0	0	0	0	0	0	0	0	0	0	0
gene_1048	0	0	0	4	7	4	3	1	6	5	4	3
gene_1049	0	0	0	2	11	13	2	2	9	6	1	6
gene_105	0	0	0	5	3	3	2	2	3	3	1	1
gene_1050	0	0	0	4	17	8	3	12	14	3	14	12
gene_1051	0	0	0	2	8	3	1	2	1	0	1	4
gene_1052	0	0	0	3	2	3	5	0	4	9	9	2
gene_1053	0	0	0	11	35	10	17	13	22	7	18	9
gene_1054	0	0	0	8	16	11	4	10	24	8	19	15
gene_1055	0	0	0	6	0	0	1	5	6	2	3	9
gene_1056	0	0	0	10	21	9	6	7	13	9	10	6
gene_1057	0	0	0	1	0	0	0	4	0	0	7	0
gene_1058	0	0	0	4	11	9	1	8	12	5	10	5
gene_1059	0	0	0	82	174	88	44	84	133	116	95	76
gene_106	0	0	0	14	19	1	3	5	7	10	8	5
gene_1060	0	0	0	71	93	25	17	27	43	32	26	38
gene_1061	0	0	0	0	3	0	0	0	3	0	3	0
gene_1062	0	0	0	5	4	2	3	5	7	5	2	10
gene_1063	0	0	0	4	4	6	4	1	7	2	5	6
gene_1064	0	0	0	6	17	7	2	3	14	2	0	3
gene_1065	0	0	0	13	27	9	7	23	43	10	20	16
gene_1066	1	0	0	196	352	73	87	79	125	71	60	38
gene_1067	0	0	0	34	77	18	16	27	46	40	39	36
gene_1068	0	0	0	21	33	6	4	7	24	13	13	11
gene_1069	0	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	35	47	33	12	46	55	17	37	30
gene_1070	0	0	0	0	0	0	0	1	0	0	0	0
gene_1071	0	0	0	3	2	0	1	3	8	1	5	2
gene_1072	0	0	0	2	5	3	1	3	6	2	4	3
gene_1073	0	0	0	0	0	0	0	4	1	0	3	0
gene_1074	0	0	0	6	5	5	1	1	6	3	2	2
gene_1075	0	0	0	23	56	12	9	18	35	14	22	17
gene_1076	1	0	0	72	116	43	36	88	132	61	104	97
gene_1077	0	0	0	2	6	7	5	5	7	4	11	19
gene_1078	0	0	0	12	22	14	2	9	15	6	8	7
gene_1079	0	0	0	29	52	18	16	30	30	16	37	14
gene_108	0	0	0	7	22	13	5	11	29	13	12	11
gene_1080	0	0	0	6	22	16	10	30	55	22	32	23
gene_1081	0	0	0	1	1	0	0	0	0	0	2	1
gene_1082	0	0	0	5	8	6	6	9	7	5	10	1
gene_1083	0	0	0	0	0	1	0	2	1	1	3	0
gene_1084	0	0	0	26	69	11	6	9	18	12	14	22
gene_1085	0	0	0	7	24	5	5	8	16	2	12	7
gene_1086	0	0	0	3	8	3	1	1	1	5	4	5
gene_1087	0	0	0	4	4	2	2	2	2	1	5	1
gene_1088	0	0	0	30	38	16	8	21	28	10	24	29
gene_1089	0	0	0	5	12	3	5	6	12	5	6	1
gene_109	0	0	0	16	30	13	11	13	30	19	16	9
gene_1090	0	0	0	23	37	18	8	24	24	7	14	20
gene_1091	0	0	0	14	23	7	28	24	37	47	40	26
gene_1092	0	0	0	11	20	4	4	5	9	9	21	8
gene_1093	0	0	0	28	23	10	6	4	20	15	12	10
gene_1094	0	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	2	4	5	3	7	8	1	4	5
gene_1096	0	0	0	3	13	3	2	9	8	2	4	6
gene_1097	0	0	0	4	3	0	0	3	5	1	2	1
gene_1098	0	0	0	17	25	5	5	9	18	9	22	13
gene_1099	0	0	0	135	202	86	36	87	102	77	119	103
gene_11	0	0	0	32	21	9	9	21	26	38	30	23
gene_110	0	0	0	5	13	4	4	9	11	8	12	13
gene_1100	0	0	0	20	52	21	17	19	28	13	26	18
gene_1101	0	0	0	61	91	55	65	118	98	56	110	59
gene_1102	0	0	0	1	0	0	0	2	0	1	0	0
gene_1103	0	0	0	28	30	9	5	7	31	20	38	20
gene_1104	0	0	0	5	7	2	3	3	6	0	2	1
gene_1105	0	0	0	9	11	7	3	14	10	8	7	6
gene_1106	0	0	0	25	24	9	2	16	27	25	21	25
gene_1107	0	0	0	13	14	6	2	7	7	7	8	8
gene_1108	0	0	0	4	13	7	13	14	25	13	25	17
gene_1109	1	0	0	24	47	23	21	48	44	38	40	27
gene_111	0	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	3	2	1	0	0	1	1	1	1
gene_1111	0	0	0	7	14	4	6	7	16	5	14	7
gene_1112	0	0	0	0	0	0	0	0	0	0	0	0
gene_1113	0	0	0	66	96	25	9	18	48	24	35	29
gene_1114	0	0	0	0	4	0	1	1	1	0	3	4
gene_1115	0	0	0	64	64	37	14	54	49	38	52	51
gene_1116	0	0	0	8	9	9	4	6	9	8	11	4
gene_1117	0	0	0	1	4	7	4	6	11	7	12	1
gene_1118	0	0	0	38	38	20	8	12	30	15	26	18
gene_1119	0	2	0	35	40	23	18	17	31	20	28	22
gene_112	0	0	0	0	0	0	0	0	0	0	4	0
gene_1120	0	0	0	60	85	45	19	33	86	34	62	66
gene_1121	0	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	52	89	33	17	42	94	33	46	38
gene_1124	0	0	0	5	18	3	2	2	11	7	7	4
gene_1125	0	0	0	4	5	4	2	5	15	8	16	7
gene_1126	0	0	0	2	10	3	4	8	13	3	12	13
gene_1127	0	0	0	11	15	7	1	11	10	2	4	5
gene_1128	0	0	0	48	84	28	14	10	33	15	17	15
gene_1129	0	0	0	1	2	0	0	1	16	36	57	17
gene_113	0	0	0	0	2	2	0	0	0	3	0	0
gene_1130	0	0	0	2	1	1	2	0	5	3	6	2
gene_1131	0	0	0	449	224	119	24	14	115	290	226	153
gene_1132	0	0	0	14	19	9	2	4	7	8	6	10
gene_1133	0	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	9	10	6	0	1	9	2	4	1
gene_1135	0	0	0	11	10	6	7	14	20	14	28	16
gene_1136	0	0	0	19	26	16	5	9	20	17	23	20
gene_1137	0	0	0	2	2	2	2	2	3	4	3	0
gene_1138	0	0	0	14	20	7	6	7	11	8	7	4
gene_1139	0	0	0	0	3	2	0	1	2	3	2	2
gene_114	0	0	0	67	96	38	14	25	37	21	32	31
gene_1140	0	0	0	1	2	2	0	2	3	2	2	3
gene_1141	0	0	0	30	49	9	5	9	14	14	16	7
gene_1142	0	0	0	14	21	3	9	12	15	18	13	11
gene_1143	0	0	0	13	15	11	8	14	18	26	12	13
gene_1144	0	0	0	1	11	6	3	13	15	27	22	15
gene_1145	0	0	0	1	0	0	0	0	0	0	0	0
gene_1146	0	0	0	1	4	0	0	1	4	2	4	1
gene_1147	0	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	21	39	12	6	5	20	11	8	10
gene_115	0	0	0	5	21	8	5	5	16	9	11	9
gene_1150	0	0	0	2	14	3	2	3	6	4	2	1
gene_1151	0	0	0	6	19	10	1	9	11	4	11	6
gene_1152	0	0	0	4	4	3	7	17	11	13	7	4
gene_1153	0	0	0	5	2	1	2	1	2	4	2	0
gene_1154	0	0	0	3	6	2	1	1	6	0	4	5
gene_1155	0	0	0	33	42	22	8	10	19	2	5	7
gene_1156	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157	0	0	0	188	275	141	53	61	97	68	42	69
gene_1158	0	0	0	15	18	8	6	7	29	11	12	16
gene_1159	0	0	0	19	29	13	18	24	52	20	41	30
gene_116	0	0	0	0	0	0	0	0	0	0	0	0
gene_1160	0	0	0	32	68	35	25	32	77	37	60	42
gene_1161	0	0	0	14	15	8	2	2	4	11	12	2
gene_1162	0	0	0	11	11	4	1	1	9	7	11	6
gene_1163	0	0	0	10	25	7	4	6	8	8	6	8
gene_1164	0	0	0	9	28	6	0	4	16	9	5	9
gene_1165	3	0	1	399	687	395	388	1120	1363	802	1200	952
gene_1166	0	0	0	4	3	0	0	0	2	0	1	0
gene_1167	0	0	0	7	6	6	2	6	7	10	7	4
gene_1168	0	0	0	3	8	7	1	5	16	0	10	6
gene_1169	0	0	0	26	24	8	3	6	17	9	22	21
gene_117	0	0	0	0	3	7	5	21	25	21	15	9
gene_1170	0	0	0	7	14	6	3	5	14	6	8	8
gene_1171	0	0	0	5	13	2	0	4	10	4	6	2
gene_1172	0	0	0	7	7	6	1	1	6	4	4	2
gene_1173	0	0	0	2	6	1	1	1	2	2	2	1
gene_1174	0	0	0	11	27	11	5	8	21	10	16	14
gene_1175	0	0	0	2	2	1	5	2	3	4	1	0
gene_1176	0	0	0	0	0	0	9	4	3	62	8	0
gene_1177	0	0	0	10	34	5	7	14	19	15	12	8
gene_1178	0	0	0	20	18	6	6	7	18	11	15	16
gene_1179	0	0	0	1	2	0	0	1	3	1	4	0
gene_118	0	0	0	1	2	0	0	2	2	0	1	4
gene_1180	0	0	0	10	29	15	4	13	16	4	25	11
gene_1181	3	0	0	30	57	12	7	13	47	17	29	26
gene_1182	0	0	0	3	19	3	2	1	2	1	4	2
gene_1183	0	0	0	9	40	11	6	7	12	6	7	9
gene_1184	0	0	0	13	20	5	4	7	13	5	14	4
gene_1185	0	0	0	1	3	3	15	36	42	11	31	17
gene_1186	0	0	0	3	3	2	0	2	2	1	3	1
gene_1187	0	0	0	9	21	20	1	73	75	23	62	42
gene_1188	0	0	0	4	19	5	0	5	9	4	8	5
gene_1189	0	0	0	22	33	10	2	11	25	11	15	17
gene_119	0	0	0	13	16	15	5	8	19	5	10	6
gene_1190	0	0	0	8	8	4	3	11	18	2	15	7
gene_1191	0	0	0	4	18	11	7	10	20	15	12	15
gene_1192	0	0	0	0	1	0	0	0	0	0	0	0
gene_1193	0	0	0	7	4	6	3	1	6	6	2	7
gene_1194	0	0	0	21	35	5	6	10	15	17	17	24
gene_1195	0	0	0	0	0	0	0	0	0	0	0	0
gene_1196	0	0	0	18	17	6	7	9	9	8	10	6
gene_1197	0	0	0	61	87	14	15	29	51	10	32	35
gene_1198	0	0	0	32	40	17	10	15	27	11	20	33
gene_1199	0	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	0	13	35	14	4	7	19	11	13	13
gene_120	0	0	0	1	3	2	2	5	2	1	2	0
gene_1200	0	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	0	5	6	1	1	1	6	1	1	2
gene_1202	0	0	0	0	0	0	1	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	2	2	1	0	2	2	0	0	0
gene_1205	0	0	0	0	1	0	1	0	1	0	0	0
gene_1206	0	0	0	7	20	5	2	5	2	7	13	9
gene_1207	0	0	0	1	1	0	0	0	2	0	0	0
gene_1208	0	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	121	239	116	40	91	128	99	123	109
gene_121	0	0	0	8	38	11	4	12	20	9	17	7
gene_1210	0	0	0	74	142	35	33	61	88	53	60	51
gene_1211	0	0	0	86	84	27	17	35	46	29	46	36
gene_1212	0	0	0	3	3	1	2	6	3	34	4	17
gene_1213	0	0	0	2	6	3	4	3	3	5	3	1
gene_1214	0	0	0	4	15	6	2	12	22	4	17	11
gene_1215	0	0	0	8	3	0	1	3	9	5	4	2
gene_1216	0	0	0	15	36	10	5	10	11	3	1	11
gene_1217	0	0	0	11	21	8	1	7	8	3	2	7
gene_1218	0	0	0	0	1	0	0	0	0	0	1	1
gene_1219	0	0	0	1	5	0	1	2	2	5	8	7
gene_122	0	0	0	10	10	4	5	4	9	6	5	7
gene_1220	0	0	0	17	35	20	6	13	20	8	13	14
gene_1221	0	0	0	5	10	2	1	1	6	3	5	2
gene_1222	0	0	0	13	13	9	5	4	3	3	1	3
gene_1223	0	0	0	8	5	3	1	5	13	0	5	4
gene_1224	0	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	189	289	147	49	143	200	114	196	151
gene_1226	0	0	0	34	34	34	6	30	51	21	22	25
gene_1227	0	0	0	17	42	20	4	22	27	14	23	9
gene_1228	0	0	0	3	8	3	0	0	2	2	2	2
gene_1229	0	0	0	3	7	6	5	4	18	16	7	8
gene_123	0	0	0	4	10	2	0	3	4	3	2	3
gene_1230	0	0	0	4	7	4	1	2	11	7	7	7
gene_1231	0	0	0	5	21	7	1	10	11	6	15	14
gene_1232	0	0	0	2	6	1	3	1	6	1	0	3
gene_1233	0	0	0	11	18	12	3	4	11	4	13	8
gene_1234	0	0	0	9	8	10	3	9	10	6	5	8
gene_1235	0	0	0	17	37	14	12	21	26	14	45	33
gene_1236	0	1	0	64	115	36	30	37	68	43	59	53
gene_1237	0	0	0	16	27	10	5	8	10	6	15	12
gene_1238	0	0	0	2	9	8	6	4	14	3	10	6
gene_1239	0	0	0	9	21	15	0	12	10	5	11	11
gene_124	0	0	0	9	33	4	6	9	15	15	22	5
gene_1240	0	0	0	61	69	27	8	56	86	46	106	61
gene_1241	0	0	0	1	0	2	0	0	0	1	0	1
gene_1242	0	0	0	51	82	28	22	29	60	42	41	46
gene_1243	0	0	0	42	58	30	29	42	52	28	46	63
gene_1244	0	0	0	0	0	3	0	0	1	3	0	2
gene_1245	0	0	0	0	3	0	1	1	2	1	0	1
gene_1246	1	0	0	6	23	6	5	6	9	6	14	6
gene_1247	0	0	0	12	30	21	12	25	34	21	30	28
gene_1248	0	0	0	0	2	1	0	0	1	0	2	0
gene_1249	0	0	0	1	0	0	0	0	0	0	0	0
gene_125	0	0	0	16	16	7	0	6	11	8	10	8
gene_1250	0	0	0	3	4	2	0	1	5	0	0	2
gene_1251	0	0	0	4	19	2	2	2	9	3	9	3
gene_1252	0	0	0	17	46	19	5	29	33	20	31	22
gene_1253	0	0	0	0	0	0	0	0	0	0	2	0
gene_1254	0	0	0	3	13	8	3	10	20	4	9	10
gene_1255	0	0	0	7	14	9	2	6	9	2	7	3
gene_1256	0	0	0	10	20	5	7	10	20	14	24	10
gene_1257	0	0	0	12	15	12	13	12	37	16	33	25
gene_1258	0	0	0	19	30	18	14	14	31	17	28	15
gene_1259	0	0	0	0	0	0	0	0	1	42	399	8
gene_126	0	0	0	3	3	1	1	1	4	4	4	4
gene_1260	0	0	0	0	0	0	0	0	0	0	0	0
gene_1261	0	0	0	6	17	6	5	6	8	6	8	11
gene_1262	0	0	0	8	13	8	6	9	7	5	8	11
gene_1263	0	0	0	36	64	23	20	51	82	50	87	61
gene_1264	3	0	0	160	233	99	43	127	149	87	133	114
gene_1265	0	0	0	3	2	3	0	1	3	2	1	1
gene_1266	0	0	0	9	18	3	4	3	8	4	3	3
gene_1267	0	0	0	10	16	8	1	5	4	3	13	3
gene_1268	0	0	0	17	19	9	5	9	22	14	20	5
gene_1269	0	0	0	4	12	2	2	3	6	3	3	7
gene_127	0	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	9	69	14	3	1	8	3	0	5
gene_1271	0	0	0	1	0	0	1	0	1	0	2	3
gene_1272	0	0	0	16	15	11	10	36	54	33	38	22
gene_1273	0	0	0	13	11	6	8	20	29	15	24	12
gene_1274	0	0	0	9	10	4	15	19	35	21	36	13
gene_1275	0	0	0	22	64	20	16	30	47	22	35	26
gene_1276	0	0	0	5	19	5	2	7	24	10	10	11
gene_1277	0	0	0	7	13	6	3	9	9	7	6	11
gene_1278	0	0	0	5	9	2	1	2	2	3	4	1
gene_1279	0	0	0	7	18	10	4	7	8	4	15	19
gene_128	0	0	0	7	6	1	6	8	12	3	4	12
gene_1280	0	0	0	32	61	44	8	21	37	22	21	33
gene_1281	0	0	0	76	80	24	14	32	51	19	20	47
gene_1282	0	0	0	61	84	49	100	173	284	107	208	192
gene_1283	0	0	0	0	0	1	0	0	0	0	0	0
gene_1284	0	0	0	29	59	16	3	9	13	13	5	8
gene_1285	0	0	0	16	18	5	4	5	15	2	3	7
gene_1286	0	0	0	9	23	6	17	14	24	50	55	33
gene_1287	0	0	0	0	0	1	0	0	0	0	0	0
gene_1288	0	0	0	17	26	14	1	7	22	5	10	15
gene_1289	0	0	0	2	11	9	4	6	15	6	10	8
gene_129	0	0	0	6	17	8	2	6	6	3	13	7
gene_1290	0	0	0	3	7	4	2	5	14	1	5	3
gene_1291	0	0	0	7	12	8	3	6	28	6	18	8
gene_1292	0	0	0	41	28	13	5	8	29	29	26	15
gene_1293	0	0	0	0	0	0	0	0	0	0	0	0
gene_1294	0	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	0	0	156	301	64	52	63	171	61	102	95
gene_1296	0	0	0	19	83	33	21	47	64	51	68	37
gene_1297	0	0	0	3	11	4	3	3	10	9	3	2
gene_1298	0	0	0	12	35	6	7	10	22	10	14	21
gene_1299	0	0	0	78	144	48	28	51	74	60	65	53
gene_13	0	0	0	5	11	4	4	6	18	6	12	14
gene_130	0	0	0	19	18	17	3	11	17	11	14	10
gene_1300	0	0	0	6	15	7	1	3	4	1	2	6
gene_1301	0	0	0	0	11	2	1	4	3	1	0	5
gene_1302	0	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	33	75	26	19	29	55	35	42	29
gene_1305	0	0	0	2	1	4	0	3	2	1	1	2
gene_1306	0	0	0	6	14	2	9	4	12	21	15	7
gene_1307	0	0	0	6	13	10	2	3	10	9	6	5
gene_1308	0	0	0	0	0	1	0	0	3	0	4	0
gene_1309	0	0	0	0	0	0	0	0	0	0	0	0
